SchoolYear;RCDTS;School;Enrollment;FAEnrollment;iepp;eavpp;doepp;ALLCourses;FACourses;ALLTeachers;FATeachers;ALLTeachersCalc;FATeachersCalc
2017;1,001E+13;Seymour High School;231;192;4537;89341;8328;3867;370;21;2;22;3
2017;1,001E+13;Seymour Elementary School;313;300;4537;89341;8328;3349;680;20;2;23;5
2017;1,001E+13;Liberty High School;282;132;5349;91431;8433;4325;283;30;3;31;4
2017;1,001E+13;Liberty Elementary School;285;283;5349;91431;8433;2280;544;23;3;24;4
2017;1,001E+13;Central High School;243;137;4978;92491;8702;3415;270;23;3;26;6
2017;1,001E+13;Central Junior High School;280;170;4978;92491;8702;4200;333;25;4;28;7
2017;1,001E+13;Central Elementary Grade School;202;194;4978;92491;8702;2984;379;11;1;11;1
2017;1,001E+13;Central 3-4 Middle School;135;135;4978;92491;8702;2466;376;10;7;10;7
2017;1,001E+13;Unity High School;231;78;5201;90146;9620;3135;146;20;3;20;3
2017;1,001E+13;Unity Elementary School;194;0;5201;90146;9620;194;0;10;0;10;0
2017;1,001E+13;Unity Middle School;258;0;5201;90146;9620;1532;0;16;0;16;0
2017;1,00117E+13;Quincy Sr High School;2084;446;5936;135503;9767;24263;952;124;8;130;13
2017;1,00117E+13;Quincy Jr High School;1446;694;5936;135503;9767;22959;1662;93;9;101;16
2017;1,00117E+13;Sarah Atwater Denman Elementary S;;;5936;135503;9767;2724;385;;;;
2017;1,00117E+13;Sarah Atwater Denman Elementary School Site 2;384;377;5936;135503;9767;;;21;1;22;2
2017;1,00117E+13;Colonel George Iles Elementary Sc;;;5936;135503;9767;1681;240;;;;
2017;1,00117E+13;Colonel George Iles Elementary School;242;239;5936;135503;9767;;;15;1;15;1
2017;1,00117E+13;Thomas S Baldwin Elementary Schoo;;;5936;135503;9767;2275;325;;;;
2017;1,00117E+13;Thomas S Baldwin Elementary School Site 1;325;325;5936;135503;9767;;;17;2;17;2
2017;1,00117E+13;Sarah Atwater Denman Elementary S;;;5936;135503;9767;1569;281;;;;
2017;1,00117E+13;Sarah Atwater Denman Elementary Site 1;219;212;5936;135503;9767;;;14;5;14;5
2017;1,00117E+13;Thomas S Baldwin Elementary Schoo;;;5936;135503;9767;2576;359;;;;
2017;1,00117E+13;Thomas S Baldwin Elementary School Site 2;369;355;5936;135503;9767;;;19;1;19;1
2017;1,00117E+13;Lincoln-Douglas Elementary School;254;252;5936;135503;9767;1782;254;14;1;14;1
2017;1,00117E+13;Dr. Abby Fox Rooney Elementary Sc;;;5936;135503;9767;1916;265;;;;
2017;1,00117E+13;Dr. Abby Fox Rooney Elementary School;267;258;5936;135503;9767;;;19;1;20;2
2017;1,00117E+13;Baldwin Intermediate;1033;721;5936;135503;9767;5899;1476;57;53;66;62
2017;1,005E+13;Brown County High School;195;137;4683;102138;9565;2730;269;25;5;29;9
2017;1,005E+13;Brown County Middle School;239;217;4683;102138;9565;2518;323;22;4;26;8
2017;1,005E+13;Brown County Elementary School;258;258;4683;102138;9565;1459;258;20;2;20;2
2017;1,00902E+13;Beardstown Jr/Sr High School;903;548;5018;37248;7878;12890;1593;63;3;63;3
2017;1,00902E+13;Gard Elementary School;574;573;5018;37248;7878;8973;2238;38;2;38;2
2017;1,00906E+13;Virginia Jr/ Sr High School;149;17;5172;123700;11506;261;17;11;1;12;2
2017;1,00906E+13;Virginia Elem School;133;115;5172;123700;11506;1014;225;13;2;14;3
2017;1,00926E+13;A-C Central High School;137;88;4404;108577;9333;2075;201;18;4;21;7
2017;1,00926E+13;A-C Central Middle School;138;114;4404;108577;9333;2251;383;19;6;23;10
2017;1,00926E+13;A-C Central Elementary School;152;118;4404;108577;9333;3308;471;11;1;13;3
2017;1,069E+13;Franklin Jr/Sr High School;231;107;7335;188798;13604;2997;335;22;4;22;4
2017;1,069E+13;Alexander Elem School;99;99;7335;188798;13604;852;99;7;1;7;1
2017;1,069E+13;Franklin Elementary School;42;38;7335;188798;13604;236;38;5;1;5;1
2017;1,06901E+13;Waverly Junior/Senior High School;240;173;6662;131706;11001;2298;296;19;3;21;5
2017;1,06901E+13;Waverly Elementary School;184;183;6662;131706;11001;1504;375;17;3;19;5
2017;1,06901E+13;Meredosia-Chambersburg High Sch;56;34;7154;125453;13482;811;74;16;3;16;3
2017;1,06901E+13;Meredosia-Chambersburg Jr High;55;31;7154;125453;13482;649;49;14;1;14;1
2017;1,06901E+13;Meredosia-Chambersburg Elem Sch;95;88;7154;125453;13482;1234;165;8;1;8;1
2017;1,06903E+13;Triopia Jr-Sr High School;153;97;5180;104674;8889;2120;242;20;3;21;4
2017;1,06903E+13;Triopia Grade School;192;168;5180;104674;8889;1043;187;10;1;10;1
2017;1,06912E+13;Jacksonville High School;1075;410;5402;122318;8960;13770;767;74;4;76;6
2017;1,06912E+13;Jacksonville Middle School;533;380;5402;122318;8960;5604;519;39;3;42;6
2017;1,06912E+13;Eisenhower Elem School;398;242;5402;122318;8960;2246;504;19;2;19;2
2017;1,06912E+13;Washington Elem School;323;220;5402;122318;8960;2149;453;19;2;20;3
2017;1,06912E+13;Lincoln Elem School;329;233;5402;122318;8960;2188;487;18;3;19;4
2017;1,06912E+13;South Jacksonville Elem School;360;228;5402;122318;8960;2198;465;18;2;19;3
2017;1,06912E+13;North Jacksonville School;254;166;5402;122318;8960;1618;328;13;2;13;2
2017;1,06912E+13;Murrayville-Woodson Elem School;184;129;5402;122318;8960;1249;286;14;2;15;3
2017;1,075E+13;Pleasant Hill High School;82;53;5535;82126;10403;1146;136;16;2;16;2
2017;1,075E+13;Pleasant Hill Elem School;201;184;5535;82126;10403;5812;762;17;1;17;1
2017;1,075E+13;Griggsville-Perry High School;121;15;5580;93203;11098;1812;17;15;1;15;1
2017;1,075E+13;Griggsville-Perry Middle School;101;0;5580;93203;11098;734;0;9;0;9;0
2017;1,075E+13;Griggsville-Perry Primary School;153;1;5580;93203;11098;1064;2;11;0;11;0
2017;1,07501E+13;Pittsfield High School;328;199;5315;89023;8939;4824;497;26;3;28;5
2017;1,07501E+13;Pittsfield South Elem School;312;308;5315;89023;8939;6364;1185;18;1;20;3
2017;1,07501E+13;Pikeland Community School;612;330;5315;89023;8939;16056;660;36;4;39;6
2017;1,07501E+13;Western High School;154;69;5040;100882;10610;1885;137;17;2;17;2
2017;1,07501E+13;Western Jr High School;119;81;5040;100882;10610;1031;122;12;2;12;2
2017;1,07501E+13;Western Barry Elem;249;227;5040;100882;10610;1814;452;21;2;21;2
2017;1,086E+13;Winchester High School;191;72;5909;73158;9000;2963;108;25;3;25;3
2017;1,086E+13;Winchester Elem School;416;336;5909;73158;9000;4664;784;33;3;33;3
2017;1,086E+13;Bluffs High School;59;0;5640;95334;10494;750;0;11;0;11;0
2017;1,086E+13;Bluffs Junior High School;34;0;5640;95334;10494;379;0;5;0;5;0
2017;1,086E+13;Bluffs Elementary School;109;0;5640;95334;10494;3299;0;9;0;9;0
2017;3,003E+13;Mulberry Grove Sr High School;109;14;5971;71357;9705;1130;27;13;1;14;2
2017;3,003E+13;Mulberry Grove Jr High School;103;0;5971;71357;9705;1765;0;11;0;11;0
2017;3,003E+13;Mulberry Grove Elem School;197;184;5971;71357;9705;1245;184;15;1;16;2
2017;3,003E+13;Bond Cty Comm Unit 2 High School;556;205;5655;94839;8839;7020;364;34;3;41;10
2017;3,003E+13;Greenville Jr High School;321;277;5655;94839;8839;2450;530;19;2;20;3
2017;3,003E+13;Greenville Elem School;577;574;5655;94839;8839;4702;1207;31;3;40;12
2017;3,003E+13;Pocahontas Center;219;219;5655;94839;8839;1474;390;15;3;22;10
2017;3,003E+13;Sorento Elem School;159;157;5655;94839;8839;1129;334;15;3;22;10
2017;3,011E+13;Morrisonville High School;94;48;5020;118853;8576;1283;90;15;2;17;3
2017;3,011E+13;Morrisonville Jr High School;43;26;5020;118853;8576;577;36;12;2;14;3
2017;3,011E+13;Morrisonville Elem School;185;183;5020;118853;8576;1452;204;11;1;11;1
2017;3,011E+13;Taylorville Sr High School;826;269;4479;119013;7474;11582;626;50;3;53;6
2017;3,011E+13;Taylorville Jr High School;812;164;4479;119013;7474;5114;233;46;3;48;5
2017;3,011E+13;Memorial Elem School;342;0;4479;119013;7474;2082;0;13;0;13;0
2017;3,011E+13;North Elem School;443;0;4479;119013;7474;2254;0;18;0;20;0
2017;3,011E+13;Stonington Elem School;79;0;4479;119013;7474;419;0;6;0;6;0
2017;3,011E+13;Edinburg High School;82;1;3579;163229;6967;917;1;;;;
2017;3,011E+13;Edinburg Jr High School;47;43;3579;163229;6967;1389;43;;;;
2017;3,011E+13;Edinburg Elem School;141;34;3579;163229;6967;3593;124;;;;
2017;3,01101E+13;Pana Sr High School;425;192;5354;80795;9278;5710;407;31;5;35;9
2017;3,01101E+13;Pana Jr High School;306;142;5354;80795;9278;1998;192;22;3;25;6
2017;3,01101E+13;Lincoln Elem School;302;297;5354;80795;9278;2656;596;19;3;21;5
2017;3,01101E+13;Washington Elem School;276;272;5354;80795;9278;2298;545;18;4;19;5
2017;3,01101E+13;South Fork Jr Sr High School;178;73;4760;62399;7689;1909;152;18;3;18;3
2017;3,01101E+13;South Fork Elementary School;141;0;4760;62399;7689;142;0;8;0;8;0
2017;3,02501E+13;Altamont High School;272;149;5027;90101;8920;3717;333;22;2;24;4
2017;3,02501E+13;Altamont Grade School;455;407;5027;90101;8920;12250;2942;34;3;35;4
2017;3,02502E+13;Beecher City Jr-Sr High School;165;39;5661;179737;10477;2828;77;18;2;19;3
2017;3,02502E+13;Beecher City Grade School;134;112;5661;179737;10477;3702;860;9;7;9;7
2017;3,02503E+13;Dieterich Jr/Sr High School;175;100;5413;69620;8500;2546;292;19;3;21;5
2017;3,02503E+13;Dieterich Elem School;314;303;5413;69620;8500;2504;470;20;3;22;5
2017;3,02504E+13;Effingham High School;749;267;4624;150904;8632;9357;583;51;3;53;5
2017;3,02504E+13;Effingham Junior High School;621;516;4624;150904;8632;9547;1081;36;4;37;5
2017;3,02504E+13;Central Grade School;686;685;4624;150904;8632;12519;2637;35;4;41;10
2017;3,02504E+13;Early Learning Center;202;160;4624;150904;8632;706;165;11;1;12;2
2017;3,02504E+13;South Side Grade School;344;344;4624;150904;8632;2950;694;17;2;17;2
2017;3,02505E+13;Teutopolis High School;339;133;4499;105577;7832;3583;280;25;2;28;4
2017;3,02505E+13;Teutopolis Junior High School;152;43;4499;105577;7832;2029;86;7;0;7;0
2017;3,02505E+13;Teutopolis Grade School;553;410;4499;105577;7832;4299;583;24;13;24;13
2017;3,0262E+13;Brownstown High School;95;0;5177;57287;9779;1264;0;12;0;14;0
2017;3,0262E+13;Brownstown Jr High School;44;17;5177;57287;9779;689;17;9;1;10;2
2017;3,0262E+13;Brownstown Elem School;217;210;5177;57287;9779;1525;212;16;1;17;2
2017;3,0262E+13;St Elmo Sr High School;138;36;5322;69951;9431;1721;81;13;1;13;1
2017;3,0262E+13;St Elmo Jr High School;64;37;5322;69951;9431;901;59;;;;
2017;3,0262E+13;St Elmo Elem School;255;252;5322;69951;9431;5526;763;16;7;16;7
2017;3,0262E+13;Vandalia Community High School;448;136;5937;77038;9677;5623;281;37;5;39;7
2017;3,0262E+13;Vandalia Elementary School;474;463;5937;77038;9677;4607;938;27;21;27;21
2017;3,0262E+13;Vandalia Junior High School;562;556;5937;77038;9677;5100;913;38;4;41;7
2017;3,0262E+13;Ramsey High School;252;77;5955;58075;9586;2478;136;22;2;24;4
2017;3,0262E+13;Ramsey Elem School;184;149;5955;58075;9586;1285;185;12;2;14;4
2017;3,068E+13;Lincolnwood High School;153;44;5325;123292;9755;1985;80;19;3;23;7
2017;3,068E+13;Lincolnwood Jr High School;113;68;5325;123292;9755;831;82;14;2;18;3
2017;3,068E+13;Farmersville Elem School;69;69;5325;123292;9755;344;142;6;2;6;2
2017;3,068E+13;Raymond Grade School;154;154;5325;123292;9755;1384;311;13;2;13;2
2017;3,068E+13;Hillsboro High School;528;222;5127;111700;8852;6413;452;36;4;36;4
2017;3,068E+13;Hillsboro Jr High School;387;316;5127;111700;8852;5061;367;26;3;26;3
2017;3,068E+13;Beckemeyer Elem School;632;518;5127;111700;8852;4434;1070;36;3;38;5
2017;3,068E+13;Coffeen Elem School;149;149;5127;111700;8852;1098;310;12;3;14;5
2017;3,06801E+13;Litchfield Senior High School;452;224;4939;93659;8442;6032;516;32;3;33;4
2017;3,06801E+13;Litchfield Middle School;323;109;4939;93659;8442;2276;136;26;2;26;2
2017;3,06801E+13;J D Colt Elem School;216;0;4939;93659;8442;548;0;12;0;12;0
2017;3,06801E+13;Madison Park Elem School;192;0;4939;93659;8442;342;0;11;0;11;0
2017;3,06801E+13;Russell Elem School;237;215;4939;93659;8442;1154;230;13;1;16;4
2017;3,06802E+13;Nokomis Jr/Sr High Sch;315;63;4370;78613;7965;3159;137;27;2;27;2
2017;3,06802E+13;North Elem School;276;170;4370;78613;7965;1669;356;11;2;11;2
2017;4,0041E+13;Belvidere High School;1316;662;6161;97048;10669;16669;1217;75;5;79;8
2017;4,0041E+13;Belvidere North High Sch;1560;661;6161;97048;10669;19638;1269;82;5;87;10
2017;4,0041E+13;Belvidere South Middle School;853;627;6161;97048;10669;7270;908;57;3;57;3
2017;4,0041E+13;Belvidere Central Middle School;1041;858;6161;97048;10669;8958;1482;63;3;65;3
2017;4,0041E+13;Caledonia Elem School;379;378;6161;97048;10669;2764;762;19;2;19;2
2017;4,0041E+13;Lincoln Elem School;596;565;6161;97048;10669;4211;1132;36;3;36;3
2017;4,0041E+13;Perry Elem School;316;315;6161;97048;10669;2321;630;15;2;16;2
2017;4,0041E+13;Washington Academy;872;770;6161;97048;10669;6053;1548;47;2;49;4
2017;4,0041E+13;Meehan Elementary School;663;663;6161;97048;10669;4745;1331;34;3;34;3
2017;4,0041E+13;Seth Whitman Elem Sch;676;676;6161;97048;10669;4845;1356;34;2;35;3
2017;4,0042E+13;North Boone High School;544;238;5452;88545;10434;6808;364;37;2;38;3
2017;4,0042E+13;North Boone Middle School;236;141;5452;88545;10434;2482;185;24;3;25;4
2017;4,0042E+13;Capron Elem School;161;153;5452;88545;10434;1685;306;11;2;12;3
2017;4,0042E+13;Manchester Elem School;172;158;5452;88545;10434;1735;316;10;2;11;3
2017;4,0042E+13;Poplar Grove Elem School;296;280;5452;88545;10434;3101;564;21;2;22;3
2017;4,0042E+13;North Boone Upper Elem Sch;260;244;5452;88545;10434;2558;252;16;2;16;2
2017;4,10112E+13;Harlem High School;2307;830;7547;95750;12396;31525;1400;152;6;153;7
2017;4,10112E+13;Harlem Middle School;1056;517;7547;95750;12396;8096;707;79;5;82;8
2017;4,10112E+13;Loves Park Elem School;373;366;7547;95750;12396;2849;745;21;14;23;16
2017;4,10112E+13;Maple Elem School;305;0;7547;95750;12396;1467;0;15;0;15;0
2017;4,10112E+13;Marquette Elem School;344;342;7547;95750;12396;2402;687;24;20;27;23
2017;4,10112E+13;Rock Cut Elem School;440;435;7547;95750;12396;3284;900;27;24;28;25
2017;4,10112E+13;Ralston Elem School;329;328;7547;95750;12396;2459;658;21;17;21;17
2017;4,10112E+13;Windsor Elem School;455;0;7547;95750;12396;2037;0;27;0;27;0
2017;4,10112E+13;Machesney Elem School;436;432;7547;95750;12396;3552;874;24;20;25;21
2017;4,10112E+13;Olson Park Elem School;356;353;7547;95750;12396;2649;705;23;18;23;18
2017;4,10112E+13;Donald C Parker Early Educ Center;454;448;7547;95750;12396;1770;900;25;23;25;23
2017;4,10113E+13;Roscoe Middle School;617;301;5427;176107;8100;4656;302;32;2;33;3
2017;4,10113E+13;Kinnikinnick School;397;397;5427;176107;8100;3369;796;23;2;27;6
2017;4,10113E+13;Ledgewood Elem School;351;350;5427;176107;8100;2649;708;19;4;23;8
2017;4,10113E+13;Stone Creek School;365;357;5427;176107;8100;3124;737;21;2;23;4
2017;4,10113E+13;Willowbrook Middle School;349;338;5352;151061;8512;3738;597;24;3;25;4
2017;4,10113E+13;Prairie Hill Elem School;395;395;5352;151061;8512;2194;812;26;4;29;7
2017;4,10113E+13;Shirland C C School;120;104;6229;267473;11167;1069;216;12;6;12;6
2017;4,10114E+13;Stephen Mack Middle School;554;486;5403;147506;8367;6469;574;31;2;32;3
2017;4,10114E+13;Rockton Elem School;482;481;5403;147506;8367;2723;959;24;2;27;5
2017;4,10114E+13;Whitman Post Elem School;496;485;5403;147506;8367;3930;974;25;2;26;3
2017;4,10121E+13;Auburn High School;2040;1015;7145;83217;12141;26434;2475;;;;
2017;4,10121E+13;Rockford East High School;2265;883;7145;83217;12141;28142;1789;;;;
2017;4,10121E+13;Guilford High School;1871;936;7145;83217;12141;23440;2102;;;;
2017;4,10121E+13;Jefferson High School;1785;638;7145;83217;12141;24692;1303;;;;
2017;4,10121E+13;West Middle School;983;738;7145;83217;12141;14062;1946;;;;
2017;4,10121E+13;Eisenhower Middle School;863;627;7145;83217;12141;12578;1103;;;;
2017;4,10121E+13;Bernard W Flinn Middle School;1042;629;7145;83217;12141;15367;955;;;;
2017;4,10121E+13;Abraham Lincoln Middle School;791;516;7145;83217;12141;11605;722;;;;
2017;4,10121E+13;Kennedy Middle School;611;438;7145;83217;12141;8652;775;;;;
2017;4,10121E+13;Barbour Two-Way Lang Immersion;751;703;7145;83217;12141;7219;1500;35;3;37;5
2017;4,10121E+13;Beyer Elem School;256;249;7145;83217;12141;2100;520;17;2;17;2
2017;4,10121E+13;C Henry Bloom Elem School;392;381;7145;83217;12141;3206;828;19;2;21;4
2017;4,10121E+13;Brookview Elem School;494;486;7145;83217;12141;3902;975;21;2;22;3
2017;4,10121E+13;Clifford P Carlson Elem School;454;446;7145;83217;12141;3633;908;21;2;22;3
2017;04101205025201C;Legacy Acad of Excellence Charter Sch;335;0;7145;83217;12141;;;;;;
2017;4,10121E+13;Cherry Valley Elem School;176;174;7145;83217;12141;1400;350;9;1;9;1
2017;4,10121E+13;Conklin Elem School;414;397;7145;83217;12141;3215;804;21;2;21;2
2017;4,10121E+13;Ellis Elementary School;588;529;7145;83217;12141;4299;1074;27;2;28;3
2017;4,10121E+13;Arthur Froberg Elem School;507;504;7145;83217;12141;4072;1018;21;2;22;3
2017;4,10121E+13;Gregory Elem School;372;357;7145;83217;12141;2894;723;16;2;18;4
2017;04101205025202C;Galapagos Rockford Charter Sch;358;0;7145;83217;12141;;;;;;
2017;4,10121E+13;Haskell Elementary School;320;315;7145;83217;12141;2592;648;20;2;20;2
2017;4,10121E+13;Swan Hillman Elem School;680;660;7145;83217;12141;5336;1334;30;5;33;8
2017;4,10121E+13;Maud E Johnson Elem School;533;519;7145;83217;12141;4192;1048;26;3;28;5
2017;04101205025203C;Jackson Charter School;515;0;7145;83217;12141;234;0;2;0;2;0
2017;4,10121E+13;Kishwaukee Elem School;372;356;7145;83217;12141;2935;734;15;2;17;3
2017;4,10121E+13;Julia Lathrop Elem School;459;453;7145;83217;12141;3672;918;21;2;21;2
2017;4,10121E+13;McIntosh Elementary;455;436;7145;83217;12141;3535;883;19;2;19;2
2017;4,10121E+13;Wm Nashold Elem School;101;96;7145;83217;12141;776;194;7;2;8;3
2017;4,10121E+13;John Nelson Elem School;532;516;7145;83217;12141;4180;1046;25;3;29;7
2017;4,10121E+13;Riverdahl Elem School;574;553;7145;83217;12141;4555;1138;27;2;29;3
2017;4,10121E+13;Rolling Green;635;614;7145;83217;12141;5032;1257;38;3;40;5
2017;4,10121E+13;Spring Creek Elem School;371;366;7145;83217;12141;2992;748;22;2;23;3
2017;4,10121E+13;AC Thompson Elem School;306;295;7145;83217;12141;2376;594;18;3;20;5
2017;4,10121E+13;R K Welsh Elem School;525;512;7145;83217;12141;4111;1027;27;2;28;3
2017;4,10121E+13;West View Elem School;547;535;7145;83217;12141;4408;1102;23;2;28;4
2017;4,10121E+13;Whitehead Elem School;627;613;7145;83217;12141;4926;1232;30;4;30;4
2017;4,10121E+13;Cherry Valley Elementary School;208;207;7145;83217;12141;1672;418;13;2;15;4
2017;4,10121E+13;Thurgood Marshall Elementary;424;420;7145;83217;12141;3360;840;19;2;21;3
2017;4,10121E+13;Washington Elementary School;384;372;7145;83217;12141;2984;746;20;2;21;3
2017;4,10121E+13;Lewis Lemon Elementary;508;484;7145;83217;12141;3982;996;22;1;23;2
2017;4,10121E+13;Montessori Elementary School;478;379;7145;83217;12141;3032;758;27;4;32;8
2017;4,10121E+13;Rockford Envrnmntl Science Acad;1045;501;7145;83217;12141;15423;615;;;;
2017;4,10121E+13;Thurgood Marshall School;459;418;7145;83217;12141;3057;767;;;;
2017;4,10121E+13;Hononegah High School;2110;532;7724;341690;11249;24547;948;124;5;129;8
2017;4,10132E+13;South Beloit Sr High School;293;130;5594;78282;9989;3563;303;21;2;22;3
2017;4,10132E+13;South Beloit Jr High School;163;43;5594;78282;9989;4412;177;13;1;14;2
2017;4,10132E+13;Clark Elementary School;160;160;5594;78282;9989;672;168;10;9;12;11
2017;4,10132E+13;Riverview Elementary School;253;250;5594;78282;9989;1806;254;15;1;17;3
2017;4,10132E+13;Blackhawk Elementary School;134;79;5594;78282;9989;1040;113;12;2;15;5
2017;4,10132E+13;Pecatonica High School;256;134;5525;106705;10971;3342;244;23;3;25;5
2017;4,10132E+13;Pecatonica Comm Middle School;301;298;5525;106705;10971;2580;512;22;3;25;6
2017;4,10132E+13;Pecatonica Elem School;359;0;5525;106705;10971;2356;0;18;0;18;0
2017;4,10132E+13;Durand High School;159;67;7829;144447;13395;2400;155;;;;
2017;4,10132E+13;Durand Jr High School;98;61;7829;144447;13395;1073;100;;;;
2017;4,10132E+13;Durand Elem School;291;162;7829;144447;13395;1470;412;10;1;10;1
2017;4,10132E+13;Winnebago High School;462;257;5628;114468;9702;5523;510;42;4;46;8
2017;4,10132E+13;Winnebago Middle School;349;332;5628;114468;9702;2698;508;28;5;30;7
2017;4,10132E+13;Dorothy Simon Elem School;270;264;5628;114468;9702;1618;530;18;2;18;2
2017;4,10132E+13;Jean McNair Elementary School;303;295;5628;114468;9702;2100;608;20;3;21;4
2017;5,01602E+13;Plum Grove Jr High School;826;642;7617;276916;12536;13226;1053;44;4;47;6
2017;5,01602E+13;Carl Sandburg Jr High School;512;441;7617;276916;12536;7842;682;37;4;38;5
2017;5,01602E+13;Winston Campus Jr High;771;491;7617;276916;12536;12102;769;57;4;61;8
2017;5,01602E+13;Walter R Sundling Jr High Sch;651;575;7617;276916;12536;10116;958;40;4;41;5
2017;5,01602E+13;Jane Addams Elem School;652;548;7617;276916;12536;6458;1096;41;4;46;9
2017;5,01602E+13;Central Road Elem School;602;502;7617;276916;12536;5750;1008;32;3;32;3
2017;5,01602E+13;Marion Jordan Elem School;483;406;7617;276916;12536;4374;812;20;2;21;3
2017;5,01602E+13;Kimball Hill Elem School;620;531;7617;276916;12536;6161;1072;34;3;35;4
2017;5,01602E+13;Hunting Ridge Elem School;693;601;7617;276916;12536;6869;1206;35;3;37;5
2017;5,01602E+13;Lake Louise Elem School;726;605;7617;276916;12536;7006;1214;40;4;44;8
2017;5,01602E+13;Lincoln Elementary School;865;726;7617;276916;12536;8284;1458;43;4;49;10
2017;5,01602E+13;Stuart R Paddock School;746;634;7617;276916;12536;7227;1268;39;4;44;9
2017;5,01602E+13;Pleasant Hill Elem School;611;534;7617;276916;12536;5945;1070;29;2;31;3
2017;5,01602E+13;Gray M Sanborn Elem School;583;481;7617;276916;12536;5576;1012;35;5;44;14
2017;5,01602E+13;Virginia Lake Elem School;814;694;7617;276916;12536;8103;1396;44;4;47;7
2017;5,01602E+13;Willow Bend Elem School;697;575;7617;276916;12536;6669;1172;33;3;36;6
2017;5,01602E+13;Winston Campus Elementary;526;449;7617;276916;12536;5353;902;31;2;31;2
2017;5,01602E+13;Thomas Jefferson Elem School;457;412;7617;276916;12536;4630;824;27;2;27;2
2017;5,01602E+13;Frank C Whiteley Elem School;619;514;7617;276916;12536;5771;1028;32;3;34;5
2017;5,01602E+13;Cooper Middle School;729;693;9689;259199;16571;9529;1844;54;10;61;17
2017;5,01602E+13;Oliver W Holmes Middle School;775;738;9689;259199;16571;10124;1973;61;12;67;18
2017;5,01602E+13;Jack London Middle School;681;655;9689;259199;16571;9102;1862;58;10;62;14
2017;5,01602E+13;Eugene Field Elem School;604;582;9689;259199;16571;4614;1168;32;2;32;2
2017;5,01602E+13;Robert Frost Elem School;546;533;9689;259199;16571;4285;1076;33;3;34;4
2017;5,01602E+13;Joyce Kilmer Elem School;504;488;9689;259199;16571;3945;984;27;2;27;2
2017;5,01602E+13;Henry W Longfellow Elem School;394;387;9689;259199;16571;3083;774;22;2;23;3
2017;5,01602E+13;Edgar A Poe Elem School;490;473;9689;259199;16571;3783;969;28;3;28;3
2017;5,01602E+13;J W Riley Elem School;306;302;9689;259199;16571;2311;604;16;2;17;3
2017;5,01602E+13;Booth Tarkington Elem School;384;370;9689;259199;16571;3116;754;20;2;20;2
2017;5,01602E+13;Mark Twain Elem School;492;467;9689;259199;16571;3740;940;30;2;30;2
2017;5,01602E+13;Walt Whitman Elem School;527;519;9689;259199;16571;4184;1042;32;2;34;4
2017;5,01602E+13;MacArthur Middle School;546;525;7637;325617;13291;5479;1080;39;4;40;5
2017;5,01602E+13;Dwight D Eisenhower Elem School;304;171;7637;325617;13291;1607;344;17;2;19;4
2017;5,01602E+13;Betsy Ross Elem School;386;386;7637;325617;13291;2933;780;25;4;27;6
2017;5,01602E+13;Anne Sullivan Elem School;306;306;7637;325617;13291;2494;618;25;5;28;8
2017;5,01603E+13;South Middle School;902;859;7734;311246;12610;12104;2101;56;3;56;3
2017;5,01603E+13;Thomas Middle School;968;932;7734;311246;12610;12950;2172;58;3;61;6
2017;5,01603E+13;Dryden Elem School;494;435;7734;311246;12610;3682;812;31;4;36;9
2017;5,01603E+13;Greenbrier Elem School;278;224;7734;311246;12610;2001;448;20;2;21;3
2017;5,01603E+13;Ivy Hill Elem School;612;467;7734;311246;12610;4205;934;36;4;38;6
2017;5,01603E+13;Olive-Mary Stitt School;584;491;7734;311246;12610;4333;982;38;4;39;5
2017;5,01603E+13;Patton Elem School;437;379;7734;311246;12610;3248;734;26;2;26;2
2017;5,01603E+13;Westgate Elem School;597;508;7734;311246;12610;4426;1016;36;5;39;8
2017;5,01603E+13;Windsor Elementary School;513;420;7734;311246;12610;3732;838;36;3;37;4
2017;5,01603E+13;River Trails Middle School;451;404;10004;357130;16536;5942;752;41;4;42;5
2017;5,01603E+13;Euclid Elem School;481;481;10004;357130;16536;4306;1034;43;3;44;4
2017;5,01603E+13;Indian Grove Elem School;532;532;10004;357130;16536;4468;1122;39;3;44;8
2017;5,01603E+13;Wood Oaks Jr High School;425;407;12841;661618;20615;4160;904;37;4;42;9
2017;5,01603E+13;Hickory Point Elem School;403;276;12841;661618;20615;1234;552;25;2;27;4
2017;5,01603E+13;Shabonee School;416;413;12841;661618;20615;1847;1004;27;5;34;12
2017;5,01603E+13;Northbrook Junior High School;633;604;13447;700661;20051;8902;1537;58;3;59;4
2017;5,01603E+13;Greenbriar Elem School;418;417;13447;700661;20051;3259;834;31;2;34;4
2017;5,01603E+13;Meadowbrook Elem School;389;380;13447;700661;20051;3100;762;30;3;31;4
2017;5,01603E+13;Westmoor Elem School;324;311;13447;700661;20051;2624;622;26;2;29;5
2017;5,01603E+13;Middlefork Primary School;194;192;16494;893427;24485;1152;192;12;1;12;1
2017;5,01603E+13;Sunset Ridge Elem School;262;240;16494;893427;24485;2156;522;28;4;29;5
2017;5,01603E+13;Maple School;400;94;10453;602891;18288;2082;100;28;3;28;3
2017;5,01603E+13;Willowbrook Elem School;363;333;10453;602891;18288;2831;666;25;2;25;2
2017;5,01603E+13;Wescott Elementary School;383;372;10453;602891;18288;3380;744;23;2;24;3
2017;5,01603E+13;Field School;297;171;9502;608095;15752;2392;353;30;3;32;4
