SchoolYear;RCDTS;School;Enrollment;FAEnrollment;iepp;eavpp;doepp;ALLCourses;FACourses;ALLTeachers;FATeachers;ALLTeachersCalc;FATeachersCalc
2017;1,90222E+14;Madison Elem School;480;385;7695;224910;12636;3579;784;20;16;20;16
2017;1,90222E+14;Pleasant Hill Elem School;651;550;7695;224910;12636;4896;1102;24;21;24;21
2017;1,90222E+14;Carl Sandburg Elem School;397;326;7695;224910;12636;2961;652;17;15;17;15
2017;1,90222E+14;Washington Elementary School;457;386;7695;224910;12636;3539;790;18;16;18;16
2017;1,90222E+14;Whittier Elem School;434;355;7695;224910;12636;3238;710;18;15;18;15
2017;1,90222E+14;Wiesbrook Elem School;500;427;7695;224910;12636;3791;854;20;17;22;19
2017;1,90222E+14;Bower Elem School;473;405;7695;224910;12636;3598;812;24;22;24;22
2017;1,90222E+14;Clifford Johnson School;472;388;7695;224910;12636;3521;778;21;19;21;19
2017;1,90222E+14;Westmont High School;457;247;11151;371429;18354;6570;480;41;3;43;5
2017;1,90222E+14;Westmont Jr High School;284;253;11151;371429;18354;1827;287;25;3;29;4
2017;1,90222E+14;J T Manning Elem School;366;353;11151;371429;18354;2813;707;21;2;22;3
2017;1,90222E+14;C E Miller Elem School;237;224;11151;371429;18354;1775;450;16;2;17;3
2017;1,90222E+14;Lisle High School;498;177;11113;395508;18848;6354;490;42;4;43;5
2017;1,90222E+14;Lisle Jr High School;328;292;11113;395508;18848;3699;548;37;5;38;6
2017;1,90222E+14;Schiesher Elem School;407;308;11113;395508;18848;1332;616;22;2;23;3
2017;1,90222E+14;Tate Woods Elem School;208;205;11113;395508;18848;823;410;14;2;15;3
2017;1,90222E+14;Naperville Central High School;2900;1378;8501;264248;14545;37887;2207;215;15;222;20
2017;1,90222E+14;Naperville North High School;3505;1311;8501;264248;14545;37423;2027;238;14;245;19
2017;1,90222E+14;Lincoln Jr High School;769;549;8501;264248;14545;14997;1818;53;5;54;6
2017;1,90222E+14;Jefferson Jr High School;917;678;8501;264248;14545;18358;2259;67;5;73;11
2017;1,90222E+14;Washington Jr High School;652;421;8501;264248;14545;11883;1289;49;5;54;10
2017;1,90222E+14;Madison Jr High School;1110;466;8501;264248;14545;14595;1634;75;7;78;10
2017;1,90222E+14;Kennedy Junior High School;1000;741;8501;264248;14545;19447;2228;65;5;71;11
2017;1,90222E+14;Ellsworth Elem School;270;270;8501;264248;14545;1999;610;22;4;26;8
2017;1,90222E+14;Elmwood Elem School;654;654;8501;264248;14545;4901;1477;43;6;43;6
2017;1,90222E+14;Highlands Elem School;526;525;8501;264248;14545;3896;1168;29;5;30;6
2017;1,90222E+14;Mill Street Elem School;678;678;8501;264248;14545;4995;1526;39;6;40;7
2017;1,90222E+14;Naper Elem School;249;249;8501;264248;14545;1806;537;19;4;21;6
2017;1,90222E+14;Prairie Elem School;501;486;8501;264248;14545;3734;1074;30;4;36;10
2017;1,90222E+14;Maplebrook Elem School;458;457;8501;264248;14545;3691;1050;27;5;32;10
2017;1,90222E+14;Beebe Elem School;962;566;8501;264248;14545;5471;1280;69;5;72;8
2017;1,90222E+14;Steeple Run Elem School;581;564;8501;264248;14545;4127;1243;36;6;38;8
2017;1,90222E+14;Scott Elementary School;441;436;8501;264248;14545;3242;1007;28;4;31;7
2017;1,90222E+14;Ranch View Elementary School;505;493;8501;264248;14545;3647;1108;29;5;30;6
2017;1,90222E+14;River Woods Elementary School;510;499;8501;264248;14545;3679;1126;30;4;31;5
2017;1,90222E+14;Meadow Glens Elementary School;837;487;8501;264248;14545;4719;1145;58;4;59;5
2017;1,90222E+14;Kingsley Elementary School;417;416;8501;264248;14545;3081;930;28;4;30;6
2017;1,90222E+14;Waubonsie Valley High School;2620;1229;7209;169795;11053;37451;2381;169;12;180;22
2017;1,90222E+14;Neuqua Valley High School;3726;1703;7209;169795;11053;55511;3132;227;16;241;22
2017;1,90222E+14;Metea Valley High School;2910;1341;7209;169795;11053;39802;2513;190;16;204;27
2017;1,90222E+14;Thayer J Hill Middle School;966;837;7209;169795;11053;27017;3573;59;6;63;10
2017;1,90222E+14;Gordon Gregory Middle School;905;757;7209;169795;11053;25574;3254;60;7;61;8
2017;1,90222E+14;Francis Granger Middle School;987;827;7209;169795;11053;27565;3356;65;6;68;9
2017;1,90222E+14;Clifford Crone Middle School;1015;826;7209;169795;11053;28882;3523;64;8;65;9
2017;1,90222E+14;Still Middle School;858;715;7209;169795;11053;24134;3162;58;7;64;13
2017;1,90222E+14;Scullen Middle School;1061;876;7209;169795;11053;29308;3556;60;6;62;8
2017;1,90222E+14;Fischer Middle School;968;809;7209;169795;11053;27481;3590;68;6;75;12
2017;1,90222E+14;Longwood Elem School;404;395;7209;169795;11053;4606;835;22;3;24;4
2017;1,90222E+14;Robert Clow Elem Sch;411;410;7209;169795;11053;4536;826;19;2;19;2
2017;1,90222E+14;Brookdale Elementary School;618;614;7209;169795;11053;6809;1238;29;4;30;5
2017;1,90222E+14;Georgetown Elementary School;561;557;7209;169795;11053;6132;1118;29;2;30;3
2017;1,90222E+14;McCarty Elementary School;655;649;7209;169795;11053;7211;1300;28;2;30;4
2017;1,90222E+14;Spring Brook Elementary School;653;649;7209;169795;11053;7170;1302;31;2;33;3
2017;1,90222E+14;May Watts Elementary School;707;700;7209;169795;11053;7888;1433;33;4;33;4
2017;1,90222E+14;Reba O Steck Elementary School;562;556;7209;169795;11053;6179;1124;24;3;25;4
2017;1,90222E+14;Patterson Elementary School;532;529;7209;169795;11053;5871;1066;29;3;34;8
2017;1,90222E+14;Gwendolyn Brooks Elementary;768;761;7209;169795;11053;8396;1526;33;4;35;6
2017;1,90222E+14;White Eagle Elementary;588;571;7209;169795;11053;6369;1158;27;4;35;12
2017;1,90222E+14;V Blanche Graham Elementary;378;376;7209;169795;11053;4201;762;22;2;23;3
2017;1,90222E+14;Mary Lou Cowlishaw Elementary;707;693;7209;169795;11053;7789;1415;29;2;31;3
2017;1,90222E+14;Oliver Julian Kendall Elem School;368;367;7209;169795;11053;4036;734;20;3;23;6
2017;1,90222E+14;Peter M Gombert Elementary Sch;463;460;7209;169795;11053;5090;924;23;2;25;4
2017;1,90222E+14;Nancy Young Elementary School;652;647;7209;169795;11053;7152;1301;29;3;31;5
2017;1,90222E+14;Arlene Welch Elementary School;751;737;7209;169795;11053;8188;1488;34;2;38;6
2017;1,90222E+14;Wayne Builta Elementary School;365;364;7209;169795;11053;4093;744;24;2;25;3
2017;1,90222E+14;Fry Elementary School;570;565;7209;169795;11053;6288;1142;29;4;34;9
2017;1,90222E+14;Owen Elementary School;585;580;7209;169795;11053;6425;1168;27;4;29;6
2017;1,90222E+14;Danielle-Joy Peterson Elem Sch;697;694;7209;169795;11053;7746;1404;33;4;37;8
2017;1,90222E+14;York Comm High School;3192;1271;8823;254271;13744;39600;2394;199;16;209;22
2017;1,90222E+14;Bryan Middle School;719;717;8823;254271;13744;9177;1608;55;5;60;8
2017;1,90222E+14;Churchville Middle School;557;551;8823;254271;13744;6954;1195;48;4;48;4
2017;1,90222E+14;Sandburg Middle  School;724;719;8823;254271;13744;9722;1670;54;8;61;13
2017;1,90222E+14;Edison Elem School;284;284;8823;254271;13744;2816;623;23;6;27;10
2017;1,90222E+14;Conrad Fischer Elem School;453;448;8823;254271;13744;4671;987;31;4;34;7
2017;1,90222E+14;Emerson Elem School;469;469;8823;254271;13744;4774;1028;29;4;30;5
2017;1,90222E+14;Field Elem School;430;427;8823;254271;13744;4308;950;28;5;32;9
2017;1,90222E+14;Hawthorne Elem School;506;505;8823;254271;13744;5031;1099;29;4;34;9
2017;1,90222E+14;Jackson Elem School;452;451;8823;254271;13744;4421;977;29;4;30;5
2017;1,90222E+14;Jefferson Elem School;381;377;8823;254271;13744;3789;817;29;6;30;7
2017;1,90222E+14;Lincoln Elem School;552;551;8823;254271;13744;5470;1175;31;4;32;4
2017;2,0024E+14;Edwards County High School;283;176;4924;65765;7909;4410;466;20;2;22;4
2017;2,0024E+14;Albion Grade School;443;386;4924;65765;7909;4133;494;28;2;29;3
2017;2,0024E+14;West Salem Grade School;170;143;4924;65765;7909;1344;161;13;1;13;1
2017;2,003E+14;Gallatin High School;215;0;5031;81355;8877;2907;0;14;0;14;0
2017;2,003E+14;Gallatin Junior High School;246;0;5031;81355;8877;1448;0;;;;
2017;2,003E+14;Gallatin Elementary School;297;279;5031;81355;8877;2275;510;;;;
2017;2,0033E+14;Hamilton County Jr/Sr High School;600;121;5305;69646;8876;7313;184;35;3;37;5
2017;2,0033E+14;Dahlgren Elem School;167;0;5305;69646;8876;169;0;7;0;7;0
2017;2,0033E+14;East Side Elementary School;483;0;5305;69646;8876;498;0;21;0;21;0
2017;2,0035E+14;Hardin County High School;173;14;4411;56363;8615;2168;17;15;0;15;0
2017;2,0035E+14;Hardin County Jr High School;128;0;4411;56363;8615;738;0;8;0;8;0
2017;2,0035E+14;Hardin County Elem School;289;0;4411;56363;8615;1461;0;15;0;16;0
2017;2,0076E+14;Pope Co High School;165;79;4719;75477;8268;2557;179;16;2;19;4
2017;2,0076E+14;Pope County Elementary School;356;0;4719;75477;8268;1628;0;24;0;24;0
2017;2,0083E+14;Galatia High School;125;40;5240;100273;8240;1643;70;13;1;16;1
2017;2,0083E+14;Galatia Jr High;74;33;5240;100273;8240;939;33;8;1;8;1
2017;2,0083E+14;Galatia Elem School;214;210;5240;100273;8240;2857;378;17;1;20;1
2017;2,0083E+14;Carrier Mills-Stonefort H S;140;45;5328;44475;8702;1846;81;15;2;15;2
2017;2,0083E+14;Carrier Mills-Stonefort Elem Sch;303;187;5328;44475;8702;1282;197;19;1;19;1
2017;2,0083E+14;Harrisburg High School;582;240;5344;61324;7910;7586;530;37;4;38;5
2017;2,0083E+14;Harrisburg Middle School;496;230;5344;61324;7910;3479;232;26;2;27;3
2017;2,0083E+14;East Side Intermediate School;481;474;5344;61324;7910;5344;954;28;2;31;5
2017;2,0083E+14;West Side Primary School;445;431;5344;61324;7910;3038;866;24;2;28;5
2017;2,0083E+14;Eldorado High School;384;118;5485;49783;9183;4620;219;25;2;28;3
2017;2,0083E+14;Eldorado Middle School;264;212;5485;49783;9183;4011;364;19;2;21;4
2017;2,0083E+14;Eldorado Elem School;543;0;5485;49783;9183;5834;0;28;0;28;0
2017;2,0093E+14;Allendale Elementary School;121;74;6008;105310;9685;1090;140;13;6;14;7
2017;2,00933E+14;Mount Carmel High School;529;167;5766;80833;9237;7191;486;32;2;32;2
2017;2,00933E+14;Mt Carmel Junior High School;328;92;5766;80833;9237;2303;92;22;1;22;1
2017;2,00933E+14;Mt Carmel Elementary School;317;313;5766;80833;9237;1360;313;17;1;17;1
2017;2,00933E+14;Mt Carmel Grade School;307;305;5766;80833;9237;2565;307;20;1;20;1
2017;2,0096E+14;New Hope Elem School;181;155;4438;79905;7759;1471;175;12;1;13;2
2017;2,0096E+14;Geff Elem School;105;94;5305;50164;9026;864;132;13;2;13;2
2017;2,0096E+14;Jasper Elem School;171;169;5813;58348;9937;1538;308;13;5;13;5
2017;2,00961E+14;Wayne City High School;161;30;4876;66382;9022;1991;70;17;1;17;1
2017;2,00961E+14;Wayne City Attendance Center;375;0;4876;66382;9022;2187;0;23;0;23;0
2017;2,00961E+14;Center Street Elem School;357;251;5181;78012;8954;2486;275;20;2;22;4
2017;2,00961E+14;North Side Elem School;291;291;5181;78012;8954;1582;293;16;1;17;2
2017;2,00962E+14;Cisne High School;128;30;5528;58432;9285;1471;69;19;2;19;2
2017;2,00962E+14;Cisne Middle School;119;80;5528;58432;9285;604;139;11;2;11;2
2017;2,00962E+14;Mount Erie Elem School;75;73;5528;58432;9285;272;193;5;2;5;2
2017;2,00962E+14;Johnsonville Elem School;73;55;5528;58432;9285;206;110;5;2;5;2
2017;2,00962E+14;Fairfield Comm High School;440;180;5165;188145;8661;5157;343;26;2;27;3
2017;2,0097E+14;Grayville Jr Sr High School;155;124;5251;53698;9301;1538;249;17;2;17;2
2017;2,0097E+14;Wells Elementary School;144;133;5251;53698;9301;1092;133;11;1;11;1
2017;2,0097E+14;Norris City-Omaha-Enfield H S;196;13;4954;70549;8777;2468;24;17;1;17;1
2017;2,0097E+14;Norris City-Omaha Elem School;369;60;4954;70549;8777;2157;60;23;1;23;1
2017;2,0097E+14;Booth Elementary School;136;41;4954;70549;8777;933;42;13;2;13;2
2017;2,0097E+14;Carmi-White County High School;399;161;5528;88591;8986;5377;360;26;2;27;3
2017;2,0097E+14;Carmi White Cnty Jr High Sch;205;60;5528;88591;8986;1400;78;12;1;12;1
2017;2,0097E+14;Jefferson Attendance Center;228;224;5528;88591;8986;1389;228;12;1;12;1
2017;2,0097E+14;Lincoln Attendance Center;241;234;5528;88591;8986;1221;235;14;1;14;1
2017;2,0097E+14;Washington Attendance Center;353;0;5528;88591;8986;1842;0;18;0;18;0
2017;2,1028E+14;Benton Grade Sch 5-8;472;148;5384;90586;8464;5293;307;25;3;29;7
2017;2,1028E+14;Benton Grade Sch K-4;673;0;5384;90586;8464;12816;0;31;0;31;0
2017;2,10281E+14;Akin Comm Cons Elem School;85;0;7777;392397;14132;515;0;10;0;10;0
2017;2,10281E+14;Christopher High;251;95;6212;39655;10207;3639;225;22;2;23;3
2017;2,10281E+14;Christopher Elem School;595;63;6212;39655;10207;3347;63;32;1;32;1
2017;2,10281E+14;Benton Cons High School;607;304;7780;244526;12928;9216;817;46;4;48;5
2017;2,10281E+14;Ewing-Northern Elem School;192;41;5929;98901;9518;743;52;10;1;11;2
2017;2,10282E+14;Frankfort Community High School;593;116;6397;50273;9551;6675;282;33;2;33;2
2017;2,10282E+14;Central Jr High School;306;5;6397;50273;9551;2294;7;16;1;17;1
2017;2,10282E+14;Denning Elementary School;428;0;6397;50273;9551;1293;0;19;0;19;0
2017;2,10282E+14;Frankfort Intermediate School;550;0;6397;50273;9551;6168;0;30;0;30;0
2017;2,10282E+14;Thompsonville High School;114;57;4916;55131;8252;1538;117;15;2;17;4
2017;2,10282E+14;Thompsonville Grade  School;213;16;4916;55131;8252;1228;18;17;2;19;4
2017;2,10282E+14;Zeigler-Royalton High School;194;95;6317;40053;8878;2495;207;17;2;17;2
2017;2,10282E+14;Zeigler-Royalton Jr High School;154;36;6317;40053;8878;837;36;10;1;10;1
2017;2,10282E+14;Zeigler-Royalton Elem School;259;190;6317;40053;8878;1262;190;15;1;15;1
2017;2,10282E+14;Sesser-Valier High School;211;138;5449;45118;9847;3316;321;45;3;47;5
2017;2,10282E+14;Sesser-Valier Jr High School;154;117;5449;45118;9847;1288;129;17;3;19;5
2017;2,10282E+14;Sesser-Valier Elem School;300;255;5449;45118;9847;2711;417;18;9;19;10
2017;2,1044E+14;Goreville High School;206;75;5719;95825;9170;2564;149;18;2;21;5
2017;2,1044E+14;Goreville Elementary School;404;182;5719;95825;9170;5863;568;23;7;25;9
2017;2,1044E+14;New Simpson Hill Dist 32;222;172;4957;77979;9634;1414;219;10;2;10;2
2017;2,1044E+14;Buncombe Cons School;67;0;5124;88547;9836;424;0;6;0;6;0
2017;2,10441E+14;Vienna Elem School Dist 55;423;419;5253;84555;8287;3445;796;24;2;26;4
2017;2,10441E+14;Cypress Elem School;111;0;4594;44530;8287;529;0;10;0;10;0
2017;2,10441E+14;Vienna High School;375;74;5549;185075;9714;4795;146;23;3;23;3
2017;2,1061E+14;Massac County High School;612;208;5548;71726;9524;7842;496;44;3;45;4
2017;2,1061E+14;Massac Jr High School;336;210;5548;71726;9524;3662;380;19;3;20;3
2017;2,1061E+14;Jefferson Elem School;146;146;5548;71726;9524;1049;291;10;2;10;2
2017;2,1061E+14;Franklin Elem School;214;212;5548;71726;9524;1560;459;12;2;12;2
2017;2,1061E+14;Metropolis Elem School;597;567;5548;71726;9524;4291;1116;28;6;28;6
2017;2,1061E+14;Unity Elem School;172;170;5548;71726;9524;1222;350;10;2;11;3
2017;2,1061E+14;Brookport Elementary School;174;169;5548;71726;9524;1340;351;11;2;12;3
2017;2,1061E+14;Joppa Jr & Sr High School;125;40;6306;120630;11173;1632;73;12;1;12;1
2017;2,1061E+14;Maple Grove Elem School;142;139;6306;120630;11173;1417;275;10;1;10;1
2017;2,11E+14;Johnston City High School;353;125;3986;79979;7390;4598;243;23;3;23;3
2017;2,11E+14;Washington Middle School;346;51;3986;79979;7390;6015;150;19;1;20;1
2017;2,11E+14;Jefferson Elem School;237;161;3986;79979;7390;1627;326;13;8;13;8
2017;2,11E+14;Lincoln Elem School;185;185;3986;79979;7390;1286;186;9;8;9;8
2017;2,11E+14;Marion High School;1160;347;4484;130477;7823;14626;682;77;6;80;9
2017;2,11E+14;Marion Jr High School;897;574;4484;130477;7823;9518;842;50;4;53;7
2017;2,11E+14;Adams School;253;27;4484;130477;7823;3070;54;16;1;17;2
2017;2,11E+14;Jefferson Elem School;320;0;4484;130477;7823;3493;0;19;0;19;0
2017;2,11E+14;Lincoln Elem School;582;0;4484;130477;7823;6713;0;27;0;27;0
2017;2,11E+14;Longfellow Elem School;305;0;4484;130477;7823;3435;0;15;0;15;0
2017;2,11E+14;Washington Elem School;614;0;4484;130477;7823;6560;0;30;0;30;0
2017;2,11E+14;Crab Orchard High School;140;59;3461;61548;7353;1695;101;13;1;13;1
2017;2,11E+14;Crab Orchard Elementary School;362;136;3461;61548;7353;2409;213;24;7;24;7
2017;2,11E+14;Herrin High School;802;282;4569;71322;8589;10139;628;55;5;56;6
2017;2,11E+14;Herrin Middle School;541;0;4569;71322;8589;8700;0;30;0;32;0
2017;2,11E+14;North Side Primary Center;443;230;4569;71322;8589;1740;239;19;10;19;10
2017;2,11E+14;Herrin C U S D 4 Elem School;782;0;4569;71322;8589;3142;0;37;0;37;0
2017;2,11E+14;Carterville High School;610;245;3871;88052;7752;7185;477;28;2;29;3
2017;2,11E+14;Carterville Jr High Sch;364;14;3871;88052;7752;1318;17;12;1;13;2
2017;2,11E+14;Tri-C Elementary School;719;684;3871;88052;7752;6930;854;40;3;41;4
2017;2,11E+14;Carterville Intermediate Sch;512;477;3871;88052;7752;6771;1119;25;1;26;2
2017;2,4032E+14;Coal City High School;649;289;6877;399299;13258;8619;678;42;3;44;5
2017;2,4032E+14;Coal City Middle School;515;474;6877;399299;13258;4855;803;33;3;35;5
2017;2,4032E+14;Coal City Elem School;352;328;6877;399299;13258;3110;648;22;4;23;5
2017;2,4032E+14;Coal City Intermediate School;292;290;6877;399299;13258;2956;636;20;4;22;6
2017;2,4032E+14;Coal City Early Childhood Center;325;290;6877;399299;13258;2082;582;21;2;22;3
2017;24032002C021002;Mazon-Verona-Kinsman Middle Sch;144;144;6636;314334;12176;1496;365;12;2;12;2
2017;24032002C022001;Mazon-Verona-Kinsman Elem School;171;170;6636;314334;12176;1546;344;14;5;14;5
2017;24032024C042001;Nettle Creek Elem School;89;89;8025;475600;14258;370;89;10;1;10;1
2017;2,40321E+14;Shabbona Middle School;527;261;4377;183222;9127;4294;507;36;4;39;6
2017;2,40321E+14;White Oak Elementary;632;626;4377;183222;9127;4423;1259;35;3;37;5
2017;24032060C042001;Saratoga Elem School;808;383;4741;228364;8139;3724;399;48;2;48;2
2017;24032072C042001;Gardner Elem School;217;118;5418;109275;9622;1493;135;1;0;1;0
2017;2,40321E+14;Gardner-South Wilmington Twp H S;204;41;10360;374657;20484;2458;89;19;2;21;3
2017;2,40321E+14;South Wilmington Grade School;95;71;4151;191958;7691;609;71;10;2;11;3
2017;2,40321E+14;Braceville Elem School;136;0;6187;125290;9893;1600;0;;;;
2017;2,40321E+14;Morris Community High School;862;284;7403;460496;11908;10181;576;50;3;51;3
2017;2,40321E+14;Minooka Community High School;2696;801;6718;442903;13294;32331;1581;143;8;146;11
2017;2,40322E+14;Minooka Jr High School;992;0;4511;183446;8637;3809;0;42;0;42;0
2017;2,40322E+14;Minooka Elem School;601;0;4511;183446;8637;2340;0;28;0;28;0
2017;2,40322E+14;Minooka Intermediate School;958;0;4511;183446;8637;3359;0;35;0;35;0
2017;2,40322E+14;Walnut Trails Elem School;585;0;4511;183446;8637;2265;0;31;0;32;0
2017;2,40322E+14;Aux Sable;726;0;4511;183446;8637;2750;0;31;0;31;0
2017;2,40322E+14;Jones Elementary School;645;0;4511;183446;8637;2286;0;30;0;30;0
2017;2,4047E+14;Newark Comm High School;161;96;7727;633278;15181;2442;231;19;3;22;6
2017;2,40471E+14;Millbrook Junior High School;120;0;4181;313277;8899;1219;0;6;0;7;0
2017;2,40471E+14;Newark Elem School;147;0;4181;313277;8899;799;0;5;0;5;0
2017;2,40471E+14;Plano High School;743;460;5263;72521;9655;11072;1224;46;4;49;6
2017;2,40471E+14;Plano Middle School;360;355;5263;72521;9655;10036;1110;23;2;24;3
2017;2,40471E+14;P H Miller Elem School;337;334;5263;72521;9655;2040;680;23;2;24;3
2017;2,40471E+14;Centennial Elem School;364;360;5263;72521;9655;2414;736;22;2;23;3
2017;2,40471E+14;Emily G Johns School;591;584;5263;72521;9655;4488;1241;32;3;33;4
2017;2,40471E+14;Lisbon Grade School;114;98;4960;249441;9226;513;120;13;2;14;3
2017;2,40471E+14;Yorkville High School;1857;830;5638;137633;10742;22316;1673;121;10;129;15
2017;2,40471E+14;Yorkville Middle School;992;839;5638;137633;10742;7097;1183;63;8;68;11
2017;2,40471E+14;Circle Center Grade School;468;466;5638;137633;10742;3283;936;29;3;30;4
2017;2,40471E+14;Yorkville Grade School;171;170;5638;137633;10742;1190;340;11;3;12;4
2017;2,40471E+14;Bristol Grade School;208;206;5638;137633;10742;1450;414;13;2;13;2
2017;2,40471E+14;Yorkville Intermediate School;606;605;5638;137633;10742;5727;1223;43;5;43;5
2017;2,40471E+14;Grande Reserve Elem Sch;533;532;5638;137633;10742;4263;1068;36;5;39;7
2017;2,40471E+14;Bristol Bay Elem Sch;640;638;5638;137633;10742;5212;1281;39;5;39;5
2017;2,40471E+14;Autumn Creek Elem Sch;684;677;5638;137633;10742;5446;1352;43;5;44;6
2017;2,40473E+14;Oswego High School;2795;979;5056;93331;9284;36456;1819;178;9;187;14
2017;2,40473E+14;Oswego East High School;2661;1022;5056;93331;9284;35271;1802;158;12;158;12
2017;2,40473E+14;Traughber Jr High School;1127;1;5056;93331;9284;684;2;15;2;15;2
2017;2,40473E+14;Thompson Jr High School;961;1;5056;93331;9284;741;3;17;3;18;4
2017;2,40473E+14;Bednarcik Junior High School;739;0;5056;93331;9284;507;0;7;0;7;0
2017;2,40473E+14;Plank Junior High;879;17;5056;93331;9284;1062;17;11;1;11;1
2017;2,40473E+14;Murphy Junior High School;727;10;5056;93331;9284;720;26;21;3;21;3
2017;2,40473E+14;East View Elem School;537;1;5056;93331;9284;2682;2;22;0;22;0
2017;2,40473E+14;Boulder Hill Elem School;647;589;5056;93331;9284;4376;1180;39;5;42;8
2017;2,40473E+14;Long Beach Elem School;474;457;5056;93331;9284;3201;914;25;2;27;4
2017;2,40473E+14;Old Post Elementary School;364;305;5056;93331;9284;2378;610;20;2;23;5
2017;2,40473E+14;The Wheatlands Elementary School;592;561;5056;93331;9284;4054;1128;29;2;29;2
2017;2,40473E+14;Fox Chase Elementary School;571;537;5056;93331;9284;3749;1072;34;2;36;4
2017;2,40473E+14;Homestead Elementary School;590;561;5056;93331;9284;4052;1124;35;2;35;2
2017;2,40473E+14;Lakewood Creek Elementary;711;673;5056;93331;9284;4837;1347;35;4;38;7
2017;2,40473E+14;Prairie Point Elem School;559;469;5056;93331;9284;3382;935;25;3;25;3
2017;2,40473E+14;Churchill Elem School;611;563;5056;93331;9284;4096;1126;30;2;30;2
2017;2,40473E+14;Wolfs Crossing Elem School;575;481;5056;93331;9284;3783;962;32;2;33;2
2017;2,40473E+14;Grande Park Elem Sch;680;630;5056;93331;9284;4583;1262;31;2;32;2
2017;2,40473E+14;Southbury Elem School;598;396;5056;93331;9284;3577;794;31;2;32;3
2017;2,40473E+14;Hunt Club Elem;531;430;5056;93331;9284;3466;860;30;2;30;2
2017;2,6029E+14;Astoria High School;113;63;7247;67191;12164;1749;144;17;3;20;6
2017;2,6029E+14;Astoria Junior High School;84;39;7247;67191;12164;750;52;14;2;17;5
2017;2,6029E+14;Astoria Elem School;156;143;7247;67191;12164;1143;286;13;2;16;5
2017;2,6029E+14;V I T Sr High School;108;82;5791;95181;10648;1441;221;18;2;19;3
2017;2,6029E+14;V I T Jr High School;49;49;5791;95181;10648;797;99;12;2;13;3
2017;2,6029E+14;V I T Elementary School;186;186;5791;95181;10648;1286;199;12;4;12;4
2017;2,6029E+14;Cuba Sr High School;144;77;5752;88470;11175;1972;165;16;2;18;4
2017;2,6029E+14;Cuba Middle School;101;40;5752;88470;11175;1360;100;7;1;7;1
2017;2,6029E+14;Cuba Elem School;191;191;5752;88470;11175;1339;388;14;3;16;5
2017;2,6029E+14;Spoon River Valley Sr High Sch;111;46;6587;121014;12188;1487;111;17;2;20;5
2017;2,6029E+14;Spoon River Valley Jr High Sch;54;51;6587;121014;12188;525;73;11;1;15;2
2017;2,6029E+14;Spoon River Valley Elem School;157;154;6587;121014;12188;1207;306;11;2;14;5
2017;2,60291E+14;Canton High School;812;351;5440;75862;9044;9044;794;51;4;56;8
2017;2,60291E+14;Ingersoll Middle School;792;751;5440;75862;9044;8002;1357;54;5;56;7
2017;2,60291E+14;Westview Elementary School;382;378;5440;75862;9044;3246;758;19;3;23;7
2017;2,60291E+14;Lincoln Elementary School;255;255;5440;75862;9044;2166;512;17;3;21;7
2017;2,60291E+14;Eastview Elementary School;374;370;5440;75862;9044;3187;739;23;3;26;6
2017;2,60291E+14;Lewistown Jr/Sr High School;316;150;5594;75445;8728;4136;315;22;2;26;4
2017;2,60291E+14;Central Elem School;329;203;5594;75445;8728;2851;204;18;1;19;2
2017;2,60343E+14;Illini West High School;365;163;4915;357458;9138;4635;322;27;3;29;5
2017;2,60343E+14;Warsaw Sr High School;197;161;5231;73862;9152;3014;481;;;;
2017;2,60343E+14;Warsaw Elem School;223;179;5231;73862;9152;1027;201;15;1;15;1
2017;2,60343E+14;Carthage Middle School;190;60;4528;166501;8273;1305;60;11;1;11;1
2017;2,60343E+14;Carthage Primary School;250;239;4528;166501;8273;1781;424;14;9;14;9
2017;2,60343E+14;Nauvoo Elem School;235;0;5438;207389;10032;;;;;;
2017;2,60343E+14;Dallas City Elem School;175;162;6654;113834;11167;837;324;12;2;16;6
2017;2,60343E+14;Hamilton Jr/Sr High Sch;265;189;5770;130415;9394;3519;374;25;4;30;9
2017;2,60343E+14;Hamilton Elementary School;317;270;5770;130415;9394;3746;527;19;1;19;1
2017;2,60343E+14;Southeastern Jr/Sr High School;223;64;6210;117421;11757;2727;161;18;3;18;3
2017;2,60343E+14;Southeastern Elementary School;251;251;6210;117421;11757;1581;282;21;2;21;2
2017;2,60343E+14;La Harpe Junior High School;57;54;6109;173712;11456;452;89;9;2;10;3
2017;2,60343E+14;La Harpe Elementary School;138;130;6109;173712;11456;1085;274;13;2;14;3
2017;2,60621E+14;West Prairie High School;172;51;6408;141292;10872;2277;106;19;2;20;3
2017;2,60621E+14;West Prairie Middle School;187;125;6408;141292;10872;2550;274;17;2;19;4
2017;2,60621E+14;West Prairie North Elementary;102;102;6408;141292;10872;855;204;9;2;10;3
2017;2,60621E+14;West Prairie South Elementary;136;122;6408;141292;10872;1006;244;11;2;14;3
2017;2,60622E+14;Bushnell-Prairie City High Sch;230;154;5469;83843;9102;3967;382;20;2;21;3
2017;2,60622E+14;Bushnell-Prairie City Jr High Sch;164;100;5469;83843;9102;1704;146;17;2;18;3
2017;2,60622E+14;Bushnell-Prairie City Elem Sch;284;284;5469;83843;9102;2019;537;20;2;21;3
2017;2,60622E+14;Macomb Senior High School;624;333;5115;127623;9191;7672;629;44;4;45;5
2017;2,60622E+14;Macomb Junior High School;364;353;5115;127623;9191;4039;575;30;6;32;8
